TransactionID,CustomerID,ProductID,TransactionDate,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,RefundedAmount,ShippingDate,DeliveryDate,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType,Total Cost
Txn_27,Cust_3996,Prod_13,03-04-2024,5,50.22,50.22,Credit Card,1,5,Pending,"825 Anna Passage Suite 850 Christyshire, GU 90622",14.44,73.13,03-06-2024,05-01-2024,15-09-2024,08-03-2024,3,50,TRUE,31.05,In-Store,251.1
Txn_28,Cust_1311,Prod_46,01-01-2024,5,96.04,50.22,Online Payment,3,0,Failed,"1594 Theresa Tunnel Apt. 049 Wilsonbury, CT 69924",11.43,0,02-02-2024,05-01-2024,28-06-2024,07-02-2024,1.9,50,TRUE,22.6,Unknown,480.2
Txn_29,Cust_1526,Prod_16,30-09-2024,3,50.22,50.22,Credit Card,1,14,Pending,"6630 Booker Loaf Kristatown, SD 61487",7.4,0,02-01-2024,29-01-2024,22-03-2024,18-07-2024,3,50,FALSE,25,Online,150.66
Txn_30,Cust_1460,Prod_26,01-01-2024,5,56.46,50.22,Online Payment,2,0,Failed,"895 Austin Shoal Derekshire, FM 01611",7.4,0,22-02-2024,05-01-2024,01-01-2024,24-09-2024,3,1,FALSE,25,In-Store,282.3
Txn_31,Cust_4502,Prod_35,01-01-2024,10,87.67,876.7,Cash,1,0,Completed,"1638 Lee Trail Suite 554 South Brandon, MI 11372",5.21,83.19,02-01-2024,13-10-2024,27-09-2024,10-02-2024,1.2,50,TRUE,25,Online,876.7
Txn_32,Cust_3659,Prod_25,18-02-2024,5,50.22,50.22,Debit Card,4,0,Unknown,"67933 Young Lodge Hicksfort, MN 80370",7.4,14.96,02-01-2024,09-02-2024,07-05-2024,30-01-2024,4.4,50,FALSE,12.63,In-Store,251.1
Txn_33,Cust_3161,Prod_32,30-08-2024,5,50.22,50.22,Debit Card,3,2,Failed,"534 Hughes Mountains Apt. 070 Edwardsfort, ME 15766",1.35,0,14-07-2024,13-02-2024,05-06-2024,06-10-2024,3,68,FALSE,14.54,Unknown,251.1
Txn_34,Cust_5814,Prod_4,11-10-2024,5,70.2,50.22,Credit Card,3,15,Pending,"9766 Jimmy River Suite 314 Port Nathanielview, OR 19406",8.87,44.65,04-01-2024,03-04-2024,30-08-2024,15-05-2024,1.2,50,FALSE,25,Unknown,351
Txn_35,Cust_6649,Prod_2,01-01-2024,8,69.21,553.68,Cash,2,11,Completed,"2409 Miller Forge New Mercedesport, PR 62237",5.96,90.92,02-01-2024,22-03-2024,29-09-2024,03-08-2024,4.4,50,TRUE,25,In-Store,553.68
Txn_36,Cust_4378,Prod_6,01-01-2024,4,25.81,103.24,Others,3,0,Pending,"3814 Gutierrez Mills West Joseph, ID 22482",4.29,0,02-02-2024,28-09-2024,18-04-2024,22-04-2024,1,50,FALSE,39.1,Online,103.24
Txn_37,Cust_720,Prod_45,01-01-2024,5,50.22,50.22,Online Payment,2,9,Pending,"501 Powell Forges Apt. 085 New Aaron, MD 43679",6.87,49.58,24-08-2024,05-01-2024,20-02-2024,04-02-2024,4.8,99,TRUE,26.79,In-Store,251.1
Txn_38,Cust_1141,Prod_20,29-06-2024,5,37.88,50.22,Credit Card,4,10,Pending,"913 West Lights Suite 918 Barryview, MD 73877",7.4,37.24,02-10-2024,09-08-2024,14-09-2024,02-01-2024,2.1,50,TRUE,42.28,Online,189.4
Txn_39,Cust_1975,Prod_38,01-01-2024,3,50.22,50.22,Cash,4,13,Completed,"13351 Powell Lodge Danielfurt, VA 28270",11.24,0,02-01-2024,20-06-2024,31-01-2024,14-09-2024,4,50,TRUE,13.86,Unknown,150.66
Txn_40,Cust_2784,Prod_34,01-01-2024,3,50.22,50.22,Online Payment,4,0,Completed,"1890 Garcia Falls Apt. 093 Thomasburgh, SD 27691",7.4,82.75,02-01-2024,19-09-2024,07-02-2024,17-06-2024,3,50,FALSE,25,Unknown,150.66
Txn_41,Cust_8053,Prod_34,05-08-2024,7,50.22,50.22,Others,3,5,Pending,"432 Ralph Burg New Tracyton, MA 65026",3.36,0,18-09-2024,28-03-2024,13-01-2024,20-07-2024,4.1,29,FALSE,7.6,Unknown,351.54
Txn_42,Cust_8082,Prod_23,01-01-2024,4,50.22,50.22,Cash,3,5,Pending,"66784 Rachel Orchard Apt. 164 Kellerton, AZ 07480",7,0,21-04-2024,15-04-2024,07-03-2024,28-04-2024,3,4,TRUE,25,Online,200.88
Txn_43,Cust_8633,Prod_48,01-01-2024,2,60.53,121.06,Online Payment,2,0,Unknown,"9566 Michael Glens Suite 512 Lake Caleb, VI 89822",7.03,0,02-01-2024,03-10-2024,01-10-2024,08-10-2024,3.9,50,FALSE,25,Online,121.06
Txn_44,Cust_1492,Prod_1,01-01-2024,4,82.29,329.16,Others,1,17,Unknown,"859 Wall Summit Suite 880 Matthewmouth, MO 05343",7.4,0,15-04-2024,13-07-2024,08-05-2024,25-05-2024,2.3,50,FALSE,16.54,Unknown,329.16
Txn_45,Cust_2189,Prod_25,02-05-2024,5,82.5,50.22,Others,3,1,Failed,"611 Rocha Via Suite 094 North Josephmouth, OK 78248",7.4,0,29-05-2024,21-09-2024,30-03-2024,17-08-2024,3,72,TRUE,3.38,Unknown,412.5
Txn_46,Cust_6059,Prod_14,02-09-2024,5,23.47,50.22,Others,4,0,Unknown,"9514 Moreno Cliff Apt. 885 South Mark, NY 40691",7.4,10.82,02-01-2024,04-08-2024,24-04-2024,26-08-2024,1.1,50,TRUE,40.7,In-Store,117.35
Txn_47,Cust_3798,Prod_45,01-01-2024,3,17.06,51.18,Debit Card,2,5,Failed,"206 Jay Well North Annaview, HI 51695",7.4,0,02-01-2024,05-01-2024,22-05-2024,25-04-2024,4.2,25,FALSE,20.57,Online,51.18
Txn_48,Cust_342,Prod_26,01-01-2024,5,50.22,50.22,Online Payment,1,0,Completed,"66277 David Roads Nicoleburgh, MD 21114",3.1,0,02-06-2024,05-01-2024,30-08-2024,02-10-2024,3.6,50,TRUE,34.39,Online,251.1
Txn_49,Cust_2744,Prod_26,12-05-2024,5,11.53,50.22,Debit Card,4,0,Completed,"1637 Johnston Locks Hallchester, GA 61916",13.44,0,02-01-2024,17-09-2024,27-08-2024,06-04-2024,3,18,FALSE,25,Online,57.65
Txn_50,Cust_4718,Prod_27,23-02-2024,1,45.98,45.98,Debit Card,1,6,Pending,USNS Cannon FPO AA 56154,7.4,0,23-05-2024,05-01-2024,03-10-2024,28-01-2024,3,8,FALSE,25,In-Store,45.98
Txn_51,Cust_5852,Prod_39,01-01-2024,6,77.71,466.26,Cash,3,5,Failed,"46210 Bianca Shoals North Melissaport, LA 09964",1.1,84,02-01-2024,05-01-2024,21-06-2024,29-04-2024,4.9,50,FALSE,25,Unknown,466.26
Txn_52,Cust_4834,Prod_46,01-01-2024,5,50.22,50.22,Online Payment,3,2,Pending,"577 Wright Mountains Chasefurt, CO 51007",7.4,65.16,02-01-2024,08-10-2024,05-09-2024,21-07-2024,3,50,FALSE,35.02,In-Store,251.1
Txn_53,Cust_6371,Prod_13,01-01-2024,8,50.22,50.22,Cash,3,16,Pending,"335 Shelby Oval Smithside, WI 78944",7.4,10.54,07-05-2024,06-09-2024,26-04-2024,09-10-2024,3,50,TRUE,28.53,In-Store,401.76
Txn_54,Cust_3149,Prod_8,21-08-2024,5,50.22,50.22,Others,1,5,Completed,"049 Brandon Crest Suite 042 South Bryan, MO 58114",7.4,0,02-01-2024,21-09-2024,22-01-2024,13-03-2024,3,76,TRUE,25,Online,251.1
Txn_55,Cust_5953,Prod_20,01-01-2024,9,50.22,50.22,Cash,1,5,Pending,"326 John Stream Apt. 811 West Lindaton, MH 88420",11.1,27.3,02-01-2024,05-01-2024,28-06-2024,06-03-2024,3,50,TRUE,7.39,Unknown,451.98
Txn_56,Cust_2823,Prod_28,09-06-2024,5,50.22,50.22,Cash,2,5,Completed,"97222 Tanya Crossroad Suite 105 Susanmouth, MI 26662",7.4,0,18-06-2024,28-07-2024,29-05-2024,29-04-2024,3,50,FALSE,47.34,Online,251.1
Txn_57,Cust_8789,Prod_41,19-06-2024,2,50.22,50.22,Online Payment,3,13,Failed,"2121 Smith Mountains Suite 552 East Trevorville, CO 02512",7.4,0,02-01-2024,05-01-2024,01-06-2024,15-03-2024,3.6,84,TRUE,25,Online,100.44
Txn_58,Cust_6619,Prod_27,03-07-2024,1,62.19,62.19,Online Payment,4,5,Completed,"40191 Young Fork Kellyview, MA 83492",7.4,70.54,02-01-2024,05-01-2024,18-04-2024,26-09-2024,3,63,TRUE,16.62,In-Store,62.19
Txn_59,Cust_6873,Prod_8,03-05-2024,5,91.22,50.22,Cash,3,0,Unknown,"685 Carol Valley Rogersshire, PR 82167",5.59,0,02-01-2024,08-03-2024,12-04-2024,08-06-2024,1.3,62,FALSE,25,In-Store,456.1
Txn_60,Cust_200,Prod_21,01-01-2024,8,50.22,50.22,Debit Card,4,5,Completed,"424 Kathleen Passage Apt. 399 South Brenda, FL 81085",7.09,3.05,02-01-2024,15-02-2024,29-07-2024,02-05-2024,1.7,16,TRUE,25,In-Store,401.76
Txn_61,Cust_6836,Prod_14,06-08-2024,8,19.31,154.48,Cash,3,5,Pending,"PSC 9850, Box 5229 APO AE 63550",10.45,55.24,02-01-2024,13-02-2024,31-08-2024,22-08-2024,3,50,TRUE,23.88,In-Store,154.48
Txn_62,Cust_3571,Prod_45,18-05-2024,5,65.19,50.22,Credit Card,4,5,Pending,"41474 Melendez Pass Apt. 563 Butlerport, HI 01102",7.12,90.31,02-01-2024,05-01-2024,10-06-2024,04-05-2024,3,57,FALSE,18.01,Unknown,325.95
Txn_63,Cust_9423,Prod_19,14-09-2024,6,21.74,130.44,Online Payment,1,5,Pending,"71665 Donald Dale New Theresachester, NY 24903",7.4,74.18,02-01-2024,05-01-2024,16-01-2024,16-02-2024,3,50,TRUE,36.39,Unknown,130.44
Txn_64,Cust_6898,Prod_24,14-04-2024,3,50.22,50.22,Others,2,5,Completed,"5215 Laura Well East Julianside, NE 27462",6.12,24.23,12-02-2024,23-02-2024,27-09-2024,28-03-2024,3,50,FALSE,25,Online,150.66
Txn_65,Cust_7420,Prod_11,13-08-2024,5,50.53,50.22,Cash,1,14,Unknown,"881 Hobbs View Bauerview, KY 83820",7.4,25.59,02-01-2024,05-01-2024,25-02-2024,08-10-2024,3,57,TRUE,28.41,Unknown,252.65
Txn_66,Cust_4595,Prod_24,01-01-2024,10,67.89,678.9,Debit Card,4,5,Completed,"PSC 3204, Box 0816 APO AP 81980",8.32,60.52,18-03-2024,04-03-2024,15-10-2024,02-08-2024,3,51,TRUE,6.94,Online,678.9
Txn_67,Cust_4963,Prod_30,25-03-2024,5,40.3,50.22,Credit Card,1,0,Completed,"457 Erica Forges Apt. 734 Sandersfurt, NH 56332",12.7,0,25-06-2024,31-03-2024,26-07-2024,07-01-2024,4.9,82,TRUE,25,Online,201.5
Txn_68,Cust_6524,Prod_36,01-01-2024,5,82.35,50.22,Online Payment,4,4,Failed,"3403 Jennifer Camp Suite 121 New Jimmy, ID 52042",8.11,84.33,02-01-2024,05-01-2024,20-07-2024,07-03-2024,4.6,55,FALSE,25,Online,411.75
Txn_69,Cust_8901,Prod_15,01-01-2024,5,50.22,50.22,Others,2,19,Failed,"190 Watson Mills Tonyaland, NH 12859",4.84,38.43,21-07-2024,05-01-2024,03-07-2024,08-09-2024,2.6,50,FALSE,9.05,In-Store,251.1
Txn_70,Cust_3420,Prod_48,01-01-2024,5,50.22,50.22,Cash,4,8,Failed,"94708 Sosa Locks Apt. 703 Sherryborough, MS 72506",0.77,0,30-03-2024,05-01-2024,01-01-2024,04-09-2024,3,19,FALSE,33.01,In-Store,251.1
Txn_71,Cust_2952,Prod_47,01-01-2024,5,50.22,50.22,Debit Card,1,5,Failed,"887 Martinez Rest Suite 782 Joshuamouth, WY 85170",14.58,93.43,02-01-2024,14-03-2024,22-02-2024,30-04-2024,3,50,FALSE,25,In-Store,251.1
Txn_72,Cust_4478,Prod_19,16-01-2024,5,50.22,50.22,Cash,4,5,Unknown,"43073 Simmons Terrace Suite 723 East Michael, WI 03558",7.4,57.87,23-08-2024,28-01-2024,26-02-2024,15-03-2024,3,50,TRUE,25,Unknown,251.1
Txn_73,Cust_2052,Prod_43,16-01-2024,5,93.11,50.22,Others,1,5,Completed,"970 Brent Summit Apt. 133 Beanberg, CO 74393",4.4,53.13,02-01-2024,14-05-2024,11-07-2024,19-04-2024,3,93,TRUE,25,Online,465.55
Txn_74,Cust_67,Prod_19,02-06-2024,9,52.08,468.72,Online Payment,3,0,Completed,"888 Joseph Mill Suite 710 North Michael, SD 64233",1.83,69.72,02-01-2024,05-01-2024,20-02-2024,22-05-2024,3,36,TRUE,25,In-Store,468.72
Txn_75,Cust_7310,Prod_17,01-01-2024,5,9.55,50.22,Cash,2,0,Pending,"150 Cameron Rue New Russellland, LA 19207",7.4,0,01-10-2024,26-08-2024,18-06-2024,22-09-2024,3.6,71,TRUE,14.16,In-Store,47.75
Txn_76,Cust_5359,Prod_43,28-05-2024,4,50.22,50.22,Credit Card,2,5,Pending,"PSC 9243, Box 9358 APO AE 67101",12.2,0,02-01-2024,05-01-2024,12-07-2024,29-01-2024,4.1,50,FALSE,18.66,Online,200.88
Txn_77,Cust_1208,Prod_3,10-02-2024,5,50.22,50.22,Credit Card,3,9,Unknown,Unit 7367 Box 3974 DPO AA 76399,9.87,49.37,02-01-2024,05-01-2024,27-01-2024,08-10-2024,1,50,FALSE,25,In-Store,251.1
Txn_78,Cust_5332,Prod_30,18-03-2024,5,46.73,233.65,Others,3,5,Completed,"118 Nelson Drive West Ruthview, HI 92902",7.4,0,05-02-2024,18-01-2024,22-07-2024,26-08-2024,3,31,TRUE,44.94,In-Store,233.65
Txn_79,Cust_281,Prod_6,20-01-2024,5,50.22,50.22,Debit Card,2,0,Pending,"097 Derrick Springs Suite 313 South David, PR 38624",7.4,0,02-01-2024,05-01-2024,16-01-2024,13-03-2024,3,0,TRUE,10.42,In-Store,251.1
Txn_80,Cust_3482,Prod_12,29-08-2024,9,58.57,527.13,Others,3,5,Completed,Unit 0989 Box 8514 DPO AP 70346,14.24,0,23-06-2024,02-06-2024,22-09-2024,30-08-2024,3.3,88,FALSE,25,Online,527.13
Txn_81,Cust_5790,Prod_42,01-01-2024,9,38.81,349.29,Cash,3,5,Failed,"2472 Huynh Parkway Stanleyborough, WI 73945",14.98,0,18-06-2024,30-04-2024,04-09-2024,06-02-2024,3.4,50,FALSE,25,Unknown,349.29
Txn_82,Cust_3051,Prod_24,01-01-2024,1,50.22,50.22,Cash,4,0,Failed,"20848 Guerra Plains Apt. 311 North Jimmy, CA 96971",7.4,0,02-01-2024,19-09-2024,11-08-2024,09-01-2024,3,50,TRUE,25,Online,50.22
Txn_83,Cust_3695,Prod_12,11-08-2024,5,24.96,50.22,Others,3,17,Completed,"27837 Webb Avenue Suite 628 Gonzalezstad, RI 99366",7.4,88.53,27-09-2024,05-01-2024,14-09-2024,20-04-2024,4.8,50,TRUE,44.71,In-Store,124.8
Txn_84,Cust_6875,Prod_11,11-07-2024,2,70.92,141.84,Credit Card,3,5,Unknown,"7142 Burke Ways Suite 328 Allisonmouth, MS 46906",13.05,0,23-02-2024,05-01-2024,05-06-2024,03-09-2024,3,50,TRUE,16.82,In-Store,141.84
Txn_85,Cust_1166,Prod_38,20-05-2024,5,32.43,50.22,Credit Card,2,0,Completed,"0621 Brian Neck Suite 044 Amandachester, DC 81874",14.35,81.6,01-05-2024,12-08-2024,22-03-2024,23-02-2024,3,50,TRUE,17.44,Unknown,162.15
Txn_86,Cust_4748,Prod_39,01-01-2024,8,81.71,653.68,Debit Card,4,5,Pending,"7844 Sally Bypass Suite 711 East Paula, CO 13314",7.4,0,02-01-2024,21-03-2024,01-03-2024,02-04-2024,3,83,FALSE,25,Online,653.68
Txn_87,Cust_4375,Prod_22,01-01-2024,9,50.33,452.97,Cash,2,0,Unknown,"5497 David Plaza Suite 079 New Pamelaport, MA 35960",5.2,0,15-02-2024,04-10-2024,05-10-2024,30-01-2024,1.9,48,FALSE,3.93,Unknown,452.97
Txn_88,Cust_706,Prod_40,17-01-2024,5,63.38,50.22,Cash,1,9,Unknown,"292 Jackson Mount Suite 944 North Kevinmouth, PW 26869",13.8,0,02-01-2024,29-09-2024,12-09-2024,05-01-2024,3,50,TRUE,9.88,Unknown,316.9
Txn_89,Cust_7802,Prod_31,01-01-2024,5,5.25,50.22,Credit Card,4,5,Failed,"466 Christy Plains West Aaronborough, AL 70939",7.14,0,02-01-2024,13-02-2024,15-01-2024,21-07-2024,3,50,FALSE,37.35,Online,26.25
Txn_90,Cust_269,Prod_48,01-01-2024,5,57.71,50.22,Others,1,0,Failed,"13198 Alexander Hollow Apt. 381 Martinburgh, GA 33848",7.4,0,13-08-2024,05-01-2024,11-05-2024,29-02-2024,3,50,FALSE,25,Unknown,288.55
Txn_91,Cust_9768,Prod_18,01-01-2024,5,71.07,50.22,Online Payment,4,8,Completed,"9143 Webb Viaduct Suite 840 New Michaelmouth, IL 69325",7.4,87.47,13-02-2024,11-05-2024,24-04-2024,27-02-2024,1.2,72,TRUE,25.82,Unknown,355.35
Txn_92,Cust_8086,Prod_30,07-03-2024,5,50.22,50.22,Online Payment,1,11,Completed,"34990 Richard Plain Suite 213 West Danielmouth, NY 94277",3.66,0,10-06-2024,05-01-2024,06-06-2024,27-03-2024,2.2,23,TRUE,25,In-Store,251.1
Txn_93,Cust_5812,Prod_50,01-01-2024,5,50.22,50.22,Online Payment,1,17,Failed,USS Williams FPO AE 78397,7.4,56.07,16-02-2024,05-01-2024,04-01-2024,28-01-2024,4.3,14,FALSE,25,Online,251.1
Txn_94,Cust_7717,Prod_18,25-03-2024,5,99.17,50.22,Credit Card,1,0,Pending,"364 Hall Land Popeview, FL 74932",4.71,73.99,02-01-2024,16-05-2024,08-10-2024,21-09-2024,1.2,65,FALSE,25,In-Store,495.85
Txn_95,Cust_4078,Prod_16,01-01-2024,1,19.77,19.77,Others,2,0,Unknown,"2949 Nathan Crescent Bethanyshire, VA 91100",7.4,33.15,02-01-2024,11-05-2024,23-02-2024,23-05-2024,3,50,TRUE,22.51,Online,19.77
Txn_96,Cust_1803,Prod_14,11-09-2024,5,73.48,50.22,Online Payment,3,7,Unknown,"3741 Ellen Fall Port Steven, AL 02448",10.49,60.89,02-01-2024,27-09-2024,11-07-2024,28-02-2024,3,50,TRUE,39.78,Online,367.4
Txn_97,Cust_1668,Prod_12,01-01-2024,5,50.22,50.22,Online Payment,3,3,Pending,"3938 Kevin Glens Port Christina, NJ 23250",7.4,95.52,22-09-2024,06-10-2024,19-03-2024,05-06-2024,1.8,56,FALSE,25,Unknown,251.1
Txn_98,Cust_5685,Prod_42,01-01-2024,5,50.22,50.22,Cash,4,5,Completed,"057 Linda Via Vincenttown, LA 73818",9.76,0,26-06-2024,05-01-2024,17-05-2024,26-01-2024,3.2,50,FALSE,25,In-Store,251.1
Txn_99,Cust_2757,Prod_25,16-08-2024,5,64.92,50.22,Credit Card,4,5,Completed,"8925 Simpson Shores Apt. 231 Jeanetteside, ND 00587",14.78,70.14,02-01-2024,20-01-2024,24-04-2024,16-08-2024,3,50,TRUE,25.13,In-Store,324.6
Txn_100,Cust_3440,Prod_28,17-07-2024,9,50.22,50.22,Others,2,15,Unknown,"15445 Williams Field Dawnland, VI 84719",7.4,0,07-09-2024,05-01-2024,22-06-2024,05-07-2024,3,50,TRUE,22.84,Online,451.98
Txn_101,Cust_1891,Prod_45,04-09-2024,3,5.46,16.38,Cash,4,16,Failed,"67545 James Shores Suite 198 Mariachester, TN 72705",3.16,3.5,02-01-2024,05-01-2024,23-09-2024,02-05-2024,1.6,50,FALSE,25,Online,16.38
Txn_102,Cust_9057,Prod_15,01-01-2024,8,48.91,391.28,Online Payment,1,12,Completed,"599 Jeffrey Flat Apt. 485 North Ashleyshire, KY 26995",7.4,9.29,02-01-2024,02-03-2024,12-10-2024,28-07-2024,3,39,FALSE,25,Online,391.28
Txn_103,Cust_4366,Prod_25,10-06-2024,2,46.47,92.94,Cash,2,5,Failed,"68540 Campbell Squares Suite 444 North Mark, RI 16812",2.49,0,19-05-2024,15-04-2024,06-07-2024,27-03-2024,2.1,50,FALSE,25,In-Store,92.94
